,created_at,id,text,user,coordinates,place,lang,clean_text,vaccine_related
1,2021-10-01 04:32:50+00:00,1443796019070656514,"@KTRTRS @KTRoffice Dear Sir, this it to inform you that Covid-19 vaccine service provided in Koti Hospital for fore… https://t.co/P0mvSzbVpb","User(_api=<tweepy.api.API object at 0x0000015E4132BF48>, _json={'id': 1436403223720435714, 'id_str': '1436403223720435714', 'name': 'Abdul Rafi Mohammed', 'screen_name': 'AbdulRafi535', 'location': '', 'description': 'Cool smart engineer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 0, 'friends_count': 2, 'listed_count': 0, 'created_at': 'Fri Sep 10 18:56:47 +0000 2021', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 1, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1436403295443058690/OeX9dHX6_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1436403295443058690/OeX9dHX6_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1436403223720435714, id_str='1436403223720435714', name='Abdul Rafi Mohammed', screen_name='AbdulRafi535', location='', description='Cool smart engineer', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=0, friends_count=2, listed_count=0, created_at=datetime.datetime(2021, 9, 10, 18, 56, 47, tzinfo=datetime.timezone.utc), favourites_count=0, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=1, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1436403295443058690/OeX9dHX6_normal.png', profile_image_url_https='https://pbs.twimg.com/profile_images/1436403295443058690/OeX9dHX6_normal.png', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",,"Place(_api=<tweepy.api.API object at 0x0000015E4132BF48>, id='07d9d85c6d082000', url='https://api.twitter.com/1.1/geo/id/07d9d85c6d082000.json', place_type='poi', name='Indian Medical Association H.Q', full_name='Indian Medical Association H.Q', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015E4132BF48>, type='Polygon', coordinates=[[[78.48839984146282, 17.385000361489], [78.48839984146282, 17.385000361489], [78.48839984146282, 17.385000361489], [78.48839984146282, 17.385000361489]]]), attributes={})",en,ktrtrs ktroffice dear sir inform covid-19 vaccine service provided koti hospital fore… https t.co/p0mvszbvpb,True
36,2021-10-01 11:59:15+00:00,1443908366376390658,"From 4th Oct, all UK nationals (irrespective of their vaccination status) arriving in India will have to take
-Pre-… https://t.co/Oy2LxdLlDZ","User(_api=<tweepy.api.API object at 0x0000015E4132BF48>, _json={'id': 17670329, 'id_str': '17670329', 'name': 'Sidhant Sibal', 'screen_name': 'sidhant', 'location': 'New Delhi, India', 'description': 'Principal Diplomatic & Defence Correspondent for @WIONews. Bylines in @dna newspaper. Previously @DDnewsLive.', 'url': 'https://t.co/oc6KUDeE2Y', 'entities': {'url': {'urls': [{'url': 'https://t.co/oc6KUDeE2Y', 'expanded_url': 'https://www.wionews.com/author/siddhant-sibal', 'display_url': 'wionews.com/author/siddhan…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 86222, 'friends_count': 1589, 'listed_count': 395, 'created_at': 'Thu Nov 27 05:10:34 +0000 2008', 'favourites_count': 7733, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 65850, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1314827245010132992/jfPBU-7k_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1314827245010132992/jfPBU-7k_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/17670329/1596890982', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=17670329, id_str='17670329', name='Sidhant Sibal', screen_name='sidhant', location='New Delhi, India', description='Principal Diplomatic & Defence Correspondent for @WIONews. Bylines in @dna newspaper. Previously @DDnewsLive.', url='https://t.co/oc6KUDeE2Y', entities={'url': {'urls': [{'url': 'https://t.co/oc6KUDeE2Y', 'expanded_url': 'https://www.wionews.com/author/siddhant-sibal', 'display_url': 'wionews.com/author/siddhan…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, protected=False, followers_count=86222, friends_count=1589, listed_count=395, created_at=datetime.datetime(2008, 11, 27, 5, 10, 34, tzinfo=datetime.timezone.utc), favourites_count=7733, utc_offset=None, time_zone=None, geo_enabled=True, verified=True, statuses_count=65850, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1314827245010132992/jfPBU-7k_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1314827245010132992/jfPBU-7k_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/17670329/1596890982', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",,"Place(_api=<tweepy.api.API object at 0x0000015E4132BF48>, id='317fcc4b21a604d5', url='https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', place_type='city', name='New Delhi', full_name='New Delhi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015E4132BF48>, type='Polygon', coordinates=[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]), attributes={})",en,4th oct uk nationals irrespective vaccination status arriving india take pre-… https t.co/oy2lxdlldz,True
38,2021-10-01 12:06:00+00:00,1443910063484243968,"UT : only vaccinated people allowed in theatres

Theatres owner : khul toh de fir dekhte hai kisko ghusana hai unde… https://t.co/xEddQcT0fs","User(_api=<tweepy.api.API object at 0x0000015E4132BF48>, _json={'id': 730714950788780032, 'id_str': '730714950788780032', 'name': 'MoNi 🤗', 'screen_name': 'gazimonirul1234', 'location': 'West Bengal, India', 'description': 'Cine Lover', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2067, 'friends_count': 253, 'listed_count': 3, 'created_at': 'Thu May 12 11:03:15 +0000 2016', 'favourites_count': 46389, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 81935, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1440725758226276352/2XjPjZvU_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1440725758226276352/2XjPjZvU_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/730714950788780032/1516369260', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=730714950788780032, id_str='730714950788780032', name='MoNi 🤗', screen_name='gazimonirul1234', location='West Bengal, India', description='Cine Lover', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=2067, friends_count=253, listed_count=3, created_at=datetime.datetime(2016, 5, 12, 11, 3, 15, tzinfo=datetime.timezone.utc), favourites_count=46389, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=81935, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1440725758226276352/2XjPjZvU_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1440725758226276352/2XjPjZvU_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/730714950788780032/1516369260', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",,"Place(_api=<tweepy.api.API object at 0x0000015E4132BF48>, id='2eb01ac4f47a43b5', url='https://api.twitter.com/1.1/geo/id/2eb01ac4f47a43b5.json', place_type='city', name='Falta Special Economic Zone', full_name='Falta Special Economic Zone, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015E4132BF48>, type='Polygon', coordinates=[[[88.091237, 22.265386], [88.107445, 22.265386], [88.107445, 22.282109], [88.091237, 22.282109]]]), attributes={})",en,ut vaccinated people allowed theatres theatres owner khul toh de fir dekhte hai kisko ghusana hai unde… https t.co/xeddqct0fs,True
39,2021-10-01 12:08:02+00:00,1443910575365312516,"this was mandatory.
we can't take those racist laws casually.
if they don't trust our vaccine and it's implications… https://t.co/QJFBE7tq4c","User(_api=<tweepy.api.API object at 0x0000015E4132BF48>, _json={'id': 459872860, 'id_str': '459872860', 'name': 'Manish Pandey', 'screen_name': 'SanghParayan', 'location': 'बिहार, भारत', 'description': 'A Proud RSS member.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nBudding Entrepreneur.Working on Various Projects.Public speaker.A Very Keen Learner.', 'url': 'https://t.co/LmgTgGb2m0', 'entities': {'url': {'urls': [{'url': 'https://t.co/LmgTgGb2m0', 'expanded_url': 'https://twitter.com/SanghParayan?s=08', 'display_url': 'twitter.com/SanghParayan?s…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 55, 'friends_count': 230, 'listed_count': 0, 'created_at': 'Tue Jan 10 04:23:58 +0000 2012', 'favourites_count': 957, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2733, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1393935011921862665/in0eO8v4_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1393935011921862665/in0eO8v4_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/459872860/1621174810', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=459872860, id_str='459872860', name='Manish Pandey', screen_name='SanghParayan', location='बिहार, भारत', description='A Proud RSS member.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nBudding Entrepreneur.Working on Various Projects.Public speaker.A Very Keen Learner.', url='https://t.co/LmgTgGb2m0', entities={'url': {'urls': [{'url': 'https://t.co/LmgTgGb2m0', 'expanded_url': 'https://twitter.com/SanghParayan?s=08', 'display_url': 'twitter.com/SanghParayan?s…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, protected=False, followers_count=55, friends_count=230, listed_count=0, created_at=datetime.datetime(2012, 1, 10, 4, 23, 58, tzinfo=datetime.timezone.utc), favourites_count=957, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=2733, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1393935011921862665/in0eO8v4_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1393935011921862665/in0eO8v4_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/459872860/1621174810', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",,"Place(_api=<tweepy.api.API object at 0x0000015E4132BF48>, id='1c302ac214ae518c', url='https://api.twitter.com/1.1/geo/id/1c302ac214ae518c.json', place_type='city', name='Patna', full_name='Patna, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015E4132BF48>, type='Polygon', coordinates=[[[84.9939102, 25.4835457], [85.2101668, 25.4835457], [85.2101668, 25.6554017], [84.9939102, 25.6554017]]]), attributes={})",en,mandatory ca n't take racist laws casually n't trust vaccine s implications… https t.co/qjfbe7tq4c,True
42,2021-10-01 12:31:12+00:00,1443916405489864705,"Safety is trending...and we at A'Kreations love to be on fleek!
Our staff are fully vaccinated and we maintain the… https://t.co/gFqyODricl","User(_api=<tweepy.api.API object at 0x0000015E4132BF48>, _json={'id': 2726246418, 'id_str': '2726246418', 'name': ""A'Kreations Hair and Beyond Bandra"", 'screen_name': 'AKreationsIndia', 'location': 'Bandra West - Mumbai', 'description': ""A'Kreations Hair & Beyond caters to services in Hair & Beauty both. Drop by at our luxury salon!\nFollow us on - https://t.co/jKjOYRifOa"", 'url': 'https://t.co/803tukx4yx', 'entities': {'url': {'urls': [{'url': 'https://t.co/803tukx4yx', 'expanded_url': 'https://linktr.ee/akreationspowai', 'display_url': 'linktr.ee/akreationspowai', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/jKjOYRifOa', 'expanded_url': 'https://www.instagram.com/akreationsindia/', 'display_url': 'instagram.com/akreationsindi…', 'indices': [112, 135]}]}}, 'protected': False, 'followers_count': 235, 'friends_count': 214, 'listed_count': 8, 'created_at': 'Tue Aug 12 13:41:49 +0000 2014', 'favourites_count': 3265, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 6669, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/586893161617723394/wo4RI3Zt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/586893161617723394/wo4RI3Zt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2726246418/1530192763', 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=2726246418, id_str='2726246418', name=""A'Kreations Hair and Beyond Bandra"", screen_name='AKreationsIndia', location='Bandra West - Mumbai', description=""A'Kreations Hair & Beyond caters to services in Hair & Beauty both. Drop by at our luxury salon!\nFollow us on - https://t.co/jKjOYRifOa"", url='https://t.co/803tukx4yx', entities={'url': {'urls': [{'url': 'https://t.co/803tukx4yx', 'expanded_url': 'https://linktr.ee/akreationspowai', 'display_url': 'linktr.ee/akreationspowai', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/jKjOYRifOa', 'expanded_url': 'https://www.instagram.com/akreationsindia/', 'display_url': 'instagram.com/akreationsindi…', 'indices': [112, 135]}]}}, protected=False, followers_count=235, friends_count=214, listed_count=8, created_at=datetime.datetime(2014, 8, 12, 13, 41, 49, tzinfo=datetime.timezone.utc), favourites_count=3265, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=6669, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='000000', profile_background_image_url='http://abs.twimg.com/images/themes/theme5/bg.gif', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme5/bg.gif', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/586893161617723394/wo4RI3Zt_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/586893161617723394/wo4RI3Zt_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/2726246418/1530192763', profile_link_color='4A913C', profile_sidebar_border_color='000000', profile_sidebar_fill_color='000000', profile_text_color='000000', profile_use_background_image=False, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",,"Place(_api=<tweepy.api.API object at 0x0000015E4132BF48>, id='7929cea6bd5b32bd', url='https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', place_type='city', name='Mumbai', full_name='Mumbai, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015E4132BF48>, type='Polygon', coordinates=[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]), attributes={})",en,safety trending  a'kreations love fleek staff fully vaccinated maintain the… https t.co/gfqyodricl,True
54,2021-10-01 13:20:43+00:00,1443928865198379015,@meaMADAD @MEAIndia will this be imposed on Indian Nationals(vaccinated under UK program) also coming back to India… https://t.co/AREvwbAHHY,"User(_api=<tweepy.api.API object at 0x0000015E4132BF48>, _json={'id': 767544673145532417, 'id_str': '767544673145532417', 'name': 'dextertweeter', 'screen_name': 'ashish190983', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 50, 'friends_count': 156, 'listed_count': 0, 'created_at': 'Mon Aug 22 02:11:25 +0000 2016', 'favourites_count': 454, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 357, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1285032267987824640/oLPgeBst_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1285032267987824640/oLPgeBst_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=767544673145532417, id_str='767544673145532417', name='dextertweeter', screen_name='ashish190983', location='', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=50, friends_count=156, listed_count=0, created_at=datetime.datetime(2016, 8, 22, 2, 11, 25, tzinfo=datetime.timezone.utc), favourites_count=454, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=357, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1285032267987824640/oLPgeBst_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1285032267987824640/oLPgeBst_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",,"Place(_api=<tweepy.api.API object at 0x0000015E4132BF48>, id='317fcc4b21a604d5', url='https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', place_type='city', name='New Delhi', full_name='New Delhi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015E4132BF48>, type='Polygon', coordinates=[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]), attributes={})",en,meamadad meaindia imposed indian nationals vaccinated uk program also coming back india… https t.co/arevwbahhy,True
55,2021-10-01 13:22:47+00:00,1443929386386804736,"India retaliates, slaps 10-day quarantine for all arrivals from the UK.
#India #UK #COVISHIELD #COVID19… https://t.co/Gsn8CAkpIO","User(_api=<tweepy.api.API object at 0x0000015E4132BF48>, _json={'id': 1411217374397620224, 'id_str': '1411217374397620224', 'name': 'Socialbait', 'screen_name': 'Socialbaitindia', 'location': '', 'description': ""To keep you updated 🇮🇳 |\nStart trading with India's top broker👇🏻"", 'url': 'https://t.co/Qr9A3ZyqwZ', 'entities': {'url': {'urls': [{'url': 'https://t.co/Qr9A3ZyqwZ', 'expanded_url': 'https://upstox.com/open-account/?f=L46V', 'display_url': 'upstox.com/open-account/?…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 14, 'friends_count': 10, 'listed_count': 0, 'created_at': 'Sat Jul 03 06:57:06 +0000 2021', 'favourites_count': 18, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 107, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1432190487595683845/_mLBt94__normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1432190487595683845/_mLBt94__normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1411217374397620224/1630295850', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1411217374397620224, id_str='1411217374397620224', name='Socialbait', screen_name='Socialbaitindia', location='', description=""To keep you updated 🇮🇳 |\nStart trading with India's top broker👇🏻"", url='https://t.co/Qr9A3ZyqwZ', entities={'url': {'urls': [{'url': 'https://t.co/Qr9A3ZyqwZ', 'expanded_url': 'https://upstox.com/open-account/?f=L46V', 'display_url': 'upstox.com/open-account/?…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, protected=False, followers_count=14, friends_count=10, listed_count=0, created_at=datetime.datetime(2021, 7, 3, 6, 57, 6, tzinfo=datetime.timezone.utc), favourites_count=18, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=107, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1432190487595683845/_mLBt94__normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1432190487595683845/_mLBt94__normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1411217374397620224/1630295850', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",,"Place(_api=<tweepy.api.API object at 0x0000015E4132BF48>, id='7929cea6bd5b32bd', url='https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', place_type='city', name='Mumbai', full_name='Mumbai, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015E4132BF48>, type='Polygon', coordinates=[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]), attributes={})",en,india retaliates slaps 10-day quarantine arrivals uk india uk covishield covid19… https t.co/gsn8cakpio,True
